gladiolus,1925: an Old World plant of the iris family, with sword-shaped leaves and spikes of brightly colored flowers, popular in gardens and as a cut flower.
equipage,1963: the equipment for a particular purpose; a carriage and horses with attendants
sycophant,1964: a person who acts obsequiously toward someone important in order to gain advantage
eczema,1965: a medical condition in which patches of skin become rough and inflamed, with blisters that cause itching and bleeding, sometimes resulting from a reaction to irritation (eczematous dermatitis) but more typically having no obvious external cause
ratoon,1966: a new shoot or sprout springing from the base of a crop plant, especially sugar cane, after cropping
Chihuahua,1967: a small dog of a smooth-haired, large-eyed breed originating in Mexico
abalone,1968: an edible mollusk of warm seas that has a shallow ear-shaped shell lined with mother-of-pearl and pierced with respiratory holes
interlocutory,1969: given provisionally during the course of a legal action
croissant,1970: a French crescent-shaped roll made of sweet flaky pastry, often eaten for breakfast
shalloon,1971: a lightweight twilled fabric of wool or worsted
macerate,1972: (especially with reference to food) soften or become softened by soaking in a liquid
vouchsafe,1973: give or grant (something) to (someone) in a gracious or condescending manner
hydrophyte,1974: a plant that grows only in or on water
incisor,1975: a narrow-edged tooth at the front of the mouth, adapted for cutting. In humans there are four incisors in each jaw
narcolepsy,1976: a condition characterized by an extreme tendency to fall asleep whenever in relaxing surroundings
cambist,1977: one who deals in bills of exchange or who is skilled in the science and practice of exchange
deification,1978: when a person is treated like a god
maculature,1979: an impression made from an intaglio engraved plate to remove ink from the recessed areas
elucubrate,1980: To produce (a written work) by working long and diligently
sarcophagus,1981: a stone coffin, typically adorned with a sculpture or inscription and associated with the ancient civilizations of Egypt, Rome, and Greece
psoriasis,1982: a skin disease marked by red, itchy, scaly patches
Purim,1983: a lesser Jewish festival held in spring (on the 14th or 15th day of Adar) to commemorate the defeat of Haman's plot to massacre the Jews as recorded in the book of Esther
luge,1984: a light toboggan for one or two people, ridden in a sitting or supine position
milieu,1985: a person's social environment
odontalgia,1986: toothache
staphylococci,1987: a bacterium of a genus that includes many pathogenic kinds that cause pus formation, especially in the skin and mucous membranes
elegiacal,1988: of, relating to, or consisting of two dactylic hexameter lines the second of which lacks the arsis in the third and sixth feet
spoliator,1989: The act of despoiling or plundering
fibranne,1990: a fabric made of spun-rayon yarn
antipyretic,1991: (chiefly of a drug) used to prevent or reduce fever
lyceum,1992: an institution for popular education providing discussions, lectures, concerts, etc
kamikaze,1993: (in World War II) a Japanese aircraft loaded with explosives and making a deliberate suicidal crash on an enemy target
antediluvian,1994: of or belonging to the time before the biblical Flood
xanthosis,1995: yellow discoloration of the skin from abnormal causes
vivisepulture,1996: Premature burial, also known as live burial, burial alive
euonym,1997: an appropriate name for a person, place, or thing
chiaroscurist,1998: A painter who uses light and shade rather than colour to create the illusion of volume
logorrhea,1999: a tendency to extreme loquacity
demarche,2000: a political step or initiative
succedaneum,2001: a substitute, especially for a medicine or drug
prospicience,2002: seeing ahead; knowing in advance; foreseeing
pococurante,2003: caring little; indifferent; apathetic
autochthonous,2004: (of an inhabitant of a place) indigenous rather than descended from migrants or colonists
appoggiatura,2005: a grace note performed before a note of the melody and falling on the beat
Ursprache,2006: a hypothetically reconstructed parent language, as Proto-Germanic, the ancestor of the Germanic languages
serrefine,2007: a small forceps for clamping a blood vessel
guerdon,2008: a reward or recompense
Laodicean,2009: lukewarm or halfhearted, especially with respect to religion or politics
stromuhr,2010: a rheometer designed to measure the amount and speed of blood flow through an artery
cymotrichous,2011: Curly-headed, having wavy hair
guetapens,2012: ambush, snare, trap
knaidel,2013: a type of dumpling eaten especially in Jewish households during Passover
feuilleton,2014: a part of a newspaper or magazine devoted to fiction, criticism, or light literature
stichomythia,2014: dialogue in which two characters speak alternate lines of verse, used as a stylistic device in ancient Greek drama
scherenschnitte,2015: The art of cutting continuous paper designs. The art work often has symmetry within the design. The art tradition was founded in Switzerland and Germany in the 1500s and was brought to Colonial America in the 1700s by immigrants who settled primarily in Pennsylvania
nunatak,2015: an isolated peak of rock projecting above a surface of inland ice or snow
Feldenkrais,2016: type of exercise therapy devised by an Israeli engineer and physicist
gesellschaft,2016: social relations based on impersonal ties, as duty to a society or organization
marocain,2017: a dress fabric of ribbed crepe, made of silk or wool or both
